"","count","site","yr","observerAge","day","firstSurvey","latitude","lineCov"
"861409",5,"site289",2006,48,161,1,61.19,1
"861448",3,"site289",2003,57,149,1,61.19,0.975
"861549",3,"site289",2009,27,150,0,61.19,0.975
"861854",1,"site290",2008,26,157,1,60.97,1
"862580",1,"site290",2003,49,158,1,60.97,1
"862875",3,"site290",2010,20,163,1,60.97,0.9125
"863169",8,"site290",2006,72,153,0,60.97,1
"863348",3,"site290",2001,43,156,1,60.97,0.985416666666667
"863453",7,"site290",2005,71,153,1,60.97,1
"863459",1,"site290",2009,24,156,1,60.97,1
"863960",17,"site291",2008,32,144,0,60.97,1
"864006",5,"site291",2009,24,157,1,60.97,1
"864355",1,"site291",2004,63,151,0,60.97,1
"864438",1,"site291",2006,30,147,1,60.97,1
"865245",3,"site291",2010,57,163,1,60.97,1
"865289",2,"site291",2011,43,160,1,60.97,1
"865376",0,"site291",2003,62,149,1,60.97,1
"865763",20,"site291",2007,31,137,0,60.97,0.9875
"866570",6,"site292",1999,65,159,0,61.19,0.871428571428571
"866812",0,"site292",2011,65,164,0,61.19,0.8875
"867027",12,"site292",2002,68,154,0,61.19,0.871428571428571
"867120",4,"site292",2008,62,159,0,61.19,0.8875
"867625",3,"site292",2007,61,153,1,61.19,0.8875
"867933",17,"site292",2000,66,164,0,61.19,0.871428571428571
"868027",6,"site292",2003,49,149,1,61.19,0.8125
"868318",0,"site292",2010,20,161,1,61.19,0.85
"868508",3,"site292",1998,64,159,1,61.19,0.871428571428571
"868555",0,"site292",2009,63,143,0,61.19,0.8875
"868586",18,"site292",2001,67,161,0,61.19,0.871428571428571
"869014",1,"site292",2006,33,139,1,61.19,0.8875
"869528",4,"site293",2008,41,153,1,61.19,0.525
"870053",0,"site293",2010,44,150,0,61.19,0.5
"870336",0,"site293",2009,43,145,1,61.19,0.525
"870416",0,"site293",2011,45,149,0,61.19,0.5125
"870427",0,"site293",2003,62,156,0,61.19,0.5375
"870690",0,"site293",1998,57,141,1,61.19,0.5375
"870961",0,"site293",2006,65,153,0,61.19,0.65
"871454",2,"site293",2012,43,145,1,61.19,0.5125
"871812",4,"site294",2010,20,158,0,60.97,1
"872030",0,"site294",2002,58,152,0,60.97,0.997222222222222
"872465",0,"site294",2006,62,152,0,60.97,1
"872882",0,"site294",2001,57,154,1,60.97,0.997222222222222
"872991",0,"site294",2007,63,156,0,60.97,1
"873069",0,"site294",2011,67,156,0,60.97,1
"873112",0,"site294",2012,68,146,0,60.97,1
"873544",1,"site294",2004,60,154,0,60.97,1
"873762",2,"site294",2009,19,159,1,60.97,0.975
"873833",0,"site294",2003,59,151,0,60.97,1
"873841",0,"site294",2008,64,149,0,60.97,1
"874696",8,"site295",2009,43,144,1,60.97,1
"875432",6,"site295",2010,44,151,0,60.97,1
"875971",12,"site295",2006,45,151,0,60.97,1
"876086",3,"site295",2002,41,159,1,60.97,1
"876231",13,"site295",2004,43,163,0,60.97,1
"876238",10,"site295",2003,42,162,0,60.97,1
"876339",10,"site296",2007,57,158,1,61.19,0.9125
"877033",3,"site296",2008,61,164,0,61.19,0.975
"877168",8,"site296",2004,57,175,0,61.19,0.95
"877371",1,"site296",2010,66,159,1,61.19,0.85
"877440",14,"site296",2005,58,173,0,61.19,0.9
"877470",7,"site296",2001,54,170,1,61.19,0.93125
"878053",0,"site296",2003,56,167,0,61.19,1
"878059",9,"site296",2002,55,168,0,61.19,0.93125
"878520",0,"site297",2010,66,154,0,61.19,0.85
"878923",7,"site297",2008,64,154,0,61.19,0.875
"879622",8,"site297",2001,57,164,0,61.19,0.845
"880026",5,"site297",2012,68,156,0,61.19,0.875
"880534",8,"site297",1999,55,158,1,61.19,0.845
"880786",1,"site297",2002,58,156,0,61.19,0.845
"881034",4,"site297",2006,62,158,0,61.19,0.85
"881124",5,"site297",2011,67,153,0,61.19,0.875
"881259",1,"site297",2009,65,158,0,61.19,0.875
"881469",7,"site297",2000,56,167,0,61.19,0.845
"881766",9,"site297",2004,60,160,0,61.19,0.7875
"882219",10,"site297",2005,61,153,0,61.19,0.85
"882254",9,"site297",2003,59,148,0,61.19,0.825
"882340",9,"site297",2007,63,152,0,61.19,0.7875
"882716",5,"site298",2001,38,159,1,60.96,0.533333333333333
"883120",15,"site298",2011,21,166,1,60.96,0.5
"883337",1,"site298",2009,51,151,0,60.96,0.55
"883603",6,"site298",2005,61,166,1,60.96,0.65
"883758",1,"site298",2008,50,153,1,60.96,0.5125
"883970",4,"site298",2002,39,151,0,60.96,0.533333333333333
"884150",2,"site298",2003,40,151,0,60.96,0.45
"884227",4,"site298",2006,56,168,1,60.96,0.5375
"884670",4,"site299",2000,50,163,0,61.19,0.834722222222222
"885000",4,"site299",2005,55,159,0,61.19,0.8375
"885077",0,"site299",2008,58,157,0,61.19,0.8375
"885185",1,"site299",2004,54,163,0,61.19,0.8375
"885192",1,"site299",2003,53,162,0,61.19,0.8125
"886152",1,"site299",2012,62,148,0,61.19,0.8375
"886170",3,"site299",2001,51,160,0,61.19,0.834722222222222
"886729",2,"site299",2002,52,159,0,61.19,0.834722222222222
"886915",8,"site299",1998,48,164,1,61.19,0.834722222222222
"886941",1,"site299",2006,56,157,0,61.19,0.8375
"886947",3,"site299",1999,49,163,0,61.19,0.834722222222222
"887086",6,"site299",2007,57,153,0,61.19,0.8375
"887182",3,"site299",2010,60,163,0,61.19,0.8375
"888452",1,"site299",2009,59,150,0,61.19,0.8375
"888917",3,"site300",2004,29,169,0,61.61,1
"889140",4,"site300",2001,50,157,1,61.61,1
"889308",2,"site300",2007,55,161,0,61.61,1
"889374",1,"site300",2011,59,153,0,61.61,1
"889563",1,"site300",2009,41,167,1,61.61,1
"889587",5,"site300",2005,30,167,0,61.61,1
"890439",0,"site300",2002,51,159,0,61.61,1
"890522",0,"site300",2008,42,168,1,61.61,1
"890612",5,"site300",2003,28,157,1,61.61,1
"890988",1,"site300",2006,54,163,1,61.61,1
"891091",5,"site300",2012,60,156,0,61.61,1
"891882",0,"site301",2004,70,149,0,61.39,1
"891950",0,"site301",1998,64,160,1,61.39,0.994642857142857
"891973",0,"site301",1999,65,160,0,61.39,0.994642857142857
"892173",0,"site301",2009,24,159,1,61.39,1
"892185",0,"site301",2001,67,163,0,61.39,0.994642857142857
"892261",1,"site301",2010,20,160,1,61.39,1
"892454",0,"site301",2000,66,165,0,61.39,0.994642857142857
"893844",2,"site301",2008,26,179,1,61.39,0.9625
"893874",0,"site301",2006,72,154,0,61.39,1
"893933",0,"site301",2003,69,153,0,61.39,1
"894425",0,"site301",2005,71,154,0,61.39,1
"894551",0,"site301",2002,68,156,0,61.39,0.994642857142857
"895213",3,"site302",2008,45,156,1,61.4,1
"895382",2,"site302",2009,51,155,0,61.4,1
"895482",0,"site302",2012,43,160,1,61.4,1
"895484",0,"site302",2003,66,160,1,61.4,1
"896066",2,"site302",2010,57,160,1,61.4,1
"896270",2,"site302",2006,52,155,1,61.4,1
"896533",1,"site302",2007,49,155,1,61.4,1
"897007",2,"site302",2005,59,162,1,61.4,1
"897122",16,"site303",2001,67,164,0,61.62,0.8275
"897140",0,"site303",2006,72,155,0,61.62,0.8
"897280",8,"site303",1999,65,161,0,61.62,0.8275
"897501",3,"site303",2005,51,162,1,61.62,0.875
"897772",0,"site303",1998,64,163,1,61.62,0.8275
"898334",20,"site303",2002,68,157,0,61.62,0.8275
"898660",4,"site303",2008,45,157,1,61.62,0.8375
"898702",21,"site303",2000,66,166,0,61.62,0.8275
"898774",2,"site303",2004,29,168,1,61.62,0.8
"899521",0,"site303",2012,44,169,1,61.62,0.825
"900284",5,"site304",2008,26,158,1,61.63,1
"900390",0,"site304",2012,44,170,1,61.63,1
"900639",0,"site304",2003,66,161,1,61.63,1
"900745",8,"site304",2009,27,162,1,61.63,1
"900897",1,"site304",2006,60,155,0,61.63,1
"901126",3,"site304",2005,59,161,1,61.63,1
"901899",6,"site305",2009,27,160,1,61.41,1
"902454",5,"site305",2010,56,145,0,61.41,1
"902707",6,"site305",2012,58,155,0,61.41,1
"902762",10,"site305",2005,51,161,1,61.41,1
"902956",3,"site305",2008,26,156,1,61.41,1
"903364",4,"site305",2011,57,152,0,61.41,1
"903387",4,"site305",2001,43,157,1,61.41,1
"903635",6,"site305",2006,52,150,1,61.41,1
"904042",3,"site306",2008,54,168,1,61.41,1
"904400",2,"site306",2006,39,139,0,61.41,1
"904488",6,"site306",2003,57,148,1,61.41,1
"904791",0,"site306",2007,40,152,0,61.41,1
"905061",4,"site306",2012,45,162,0,61.41,1
"905677",2,"site306",2011,44,157,0,61.41,1
"905705",8,"site306",2005,38,156,1,61.41,1
"905747",6,"site306",2009,42,163,0,61.41,1
"906098",2,"site307",2011,45,154,0,61.63,1
"906153",4,"site307",2003,46,154,1,61.63,1
"906185",2,"site307",2008,45,159,1,61.63,1
"906786",8,"site307",2007,23,172,1,61.63,1
"907037",0,"site307",2009,51,153,1,61.63,1
"907309",0,"site307",2010,44,156,1,61.63,1
"907847",5,"site308",2009,43,152,1,61.64,1
"908357",1,"site308",2008,54,160,1,61.64,1
"908879",3,"site308",2005,55,172,1,61.64,1
"909067",0,"site308",2004,67,166,1,61.64,1
"909131",1,"site308",2010,44,155,0,61.64,1
"909284",1,"site308",2011,45,153,0,61.64,1
"909483",6,"site309",2007,40,153,1,61.42,0.9875
"909605",3,"site309",2008,54,159,1,61.42,1
"909680",3,"site309",2003,49,148,1,61.42,1
"910055",0,"site309",2009,43,151,1,61.42,1
"910068",1,"site309",2001,43,161,1,61.42,0.998611111111111
"910114",1,"site309",2010,44,154,0,61.42,1
"910790",3,"site309",2012,43,157,1,61.42,1
"911004",0,"site309",2005,69,157,1,61.42,1
"911320",0,"site309",2011,45,152,0,61.42,1
"911337",2,"site309",2004,70,150,1,61.42,1
"912511",4,"site310",2009,69,152,0,61.42,0.9375
"913160",9,"site310",2005,65,152,1,61.42,0.9375
"913314",0,"site310",2010,70,151,0,61.42,0.9375
"913613",1,"site310",2002,44,160,1,61.42,0.935714285714286
"913823",1,"site310",1998,50,149,0,61.42,0.935714285714286
"913926",0,"site310",2006,66,152,0,61.42,0.9375
"914341",0,"site310",2012,62,153,1,61.42,0.9375
"914483",6,"site310",2008,68,154,0,61.42,0.925
"914658",2,"site310",2007,67,154,0,61.42,0.9375
"915025",0,"site311",2006,66,153,0,61.64,1
"915431",1,"site311",2010,70,153,0,61.64,1
"915524",8,"site311",2005,65,154,1,61.64,1
"916031",4,"site311",2008,68,155,0,61.64,1
"916259",0,"site311",2009,69,154,0,61.64,1
"916494",0,"site311",2004,67,165,1,61.64,1
"916655",0,"site311",2007,67,155,0,61.64,1
"916972",9,"site312",2007,57,163,0,61.64,0.9
"917322",4,"site312",2005,55,165,1,61.64,0.9
"917410",0,"site312",2009,41,162,1,61.64,0.8875
"917971",1,"site312",2011,43,161,0,61.64,0.8875
"918210",1,"site312",2004,67,164,1,61.64,0.925
"918264",3,"site313",2007,57,151,0,61.42,1
"918517",2,"site313",1998,56,164,1,61.42,1
"918814",1,"site313",2009,59,157,0,61.42,1
"919608",4,"site313",2008,58,152,0,61.42,1
"919698",5,"site313",2004,54,155,1,61.42,1
"919791",3,"site313",2010,60,149,0,61.42,1
"919964",9,"site313",2005,55,153,0,61.42,1
"919986",2,"site313",2012,62,144,0,61.42,1
"920014",5,"site313",2006,56,153,0,61.42,1
"921536",4,"site314",1999,55,161,0,61.42,1
"921561",2,"site314",2009,65,153,0,61.42,1
"922123",5,"site314",2012,62,150,1,61.42,1
"922134",8,"site314",2008,64,155,0,61.42,1
"922713",10,"site314",2007,63,154,0,61.42,1
"922829",10,"site314",2000,56,153,0,61.42,1
"922948",4,"site314",2010,66,157,0,61.42,1
"922980",8,"site314",2004,60,154,0,61.42,1
"923427",6,"site314",2003,59,154,0,61.42,1
"923535",4,"site314",2006,62,155,0,61.42,1
"923608",7,"site314",1998,54,161,1,61.42,1
"923749",11,"site314",2005,61,160,0,61.42,1
"923756",1,"site314",2002,58,155,0,61.42,1
"924494",8,"site314",2001,57,160,0,61.42,1
"925036",1,"site315",2008,50,154,1,61.64,1
"925114",2,"site315",2004,54,157,1,61.64,1
"925407",4,"site315",2011,20,167,1,61.64,1
"925555",0,"site315",2010,42,166,1,61.64,1
"926261",5,"site315",2005,55,164,0,61.64,1
"926414",2,"site315",2006,56,161,0,61.64,1
"926459",24,"site315",1998,27,162,1,61.64,1
"926656",3,"site316",2010,42,165,1,61.64,1
"926865",11,"site316",2011,21,167,1,61.64,1
"927095",2,"site316",2009,51,152,1,61.64,1
"927123",6,"site316",2005,55,149,1,61.64,1
"927569",5,"site316",2006,56,145,0,61.64,1
"927778",8,"site316",1998,27,151,1,61.64,1
"928692",4,"site317",2008,64,159,0,61.41,1
"928773",7,"site317",2007,63,158,0,61.41,1
"928975",2,"site317",2006,62,163,0,61.41,1
"929531",10,"site317",2004,60,168,0,61.41,1
"930047",6,"site317",2012,68,148,0,61.41,1
"930213",1,"site317",2010,66,159,0,61.41,1
"930635",15,"site317",1999,55,160,0,61.41,1
"930935",2,"site317",2002,58,157,0,61.41,1
"931375",5,"site317",2001,57,162,0,61.41,1
"931530",5,"site317",2009,65,159,0,61.41,1
"931726",12,"site317",2005,61,158,0,61.41,1
"931921",14,"site317",1998,54,162,1,61.41,1
"931983",0,"site317",2011,67,158,0,61.41,1
"932123",8,"site317",2000,56,155,0,61.41,1
"932147",0,"site318",2012,62,146,0,61.64,0.775
"932336",5,"site318",2005,55,156,0,61.64,0.775
"932541",1,"site318",2009,59,149,0,61.64,0.775
"932850",5,"site318",2007,57,160,0,61.64,0.775
"932918",3,"site318",2006,56,155,0,61.64,0.775
"933105",4,"site318",2004,54,162,1,61.64,0.775
"933872",0,"site319",2006,56,151,0,61.63,0.925
"934208",5,"site319",2012,22,157,1,61.63,0.9125
"935117",3,"site319",2009,19,167,1,61.63,0.925
"935213",2,"site319",2007,57,150,0,61.63,0.925
"935269",1,"site319",2011,43,163,1,61.63,0.9375
"935444",0,"site319",2002,66,163,1,61.63,0.925
"935572",5,"site319",2005,55,150,1,61.63,0.925
"935976",1,"site320",2003,53,171,1,61.82,1
"936190",0,"site320",2002,41,170,1,61.82,1
"936501",1,"site320",2012,64,166,1,61.82,1
"936552",6,"site320",2001,50,158,1,61.82,1
"936777",2,"site320",2007,57,165,0,61.82,1
"936940",0,"site320",2009,69,160,0,61.82,1
"937790",3,"site320",2005,65,164,0,61.82,1
"937858",0,"site320",2004,54,164,0,61.82,1
"937866",0,"site320",2006,66,162,0,61.82,1
"938278",3,"site320",2008,58,165,0,61.82,1
"938406",6,"site320",1998,58,163,1,61.82,1
"938867",1,"site321",2007,67,146,0,61.83,1
"939119",0,"site321",2010,70,151,0,61.83,1
"939204",8,"site321",1998,58,157,1,61.83,1
"939323",4,"site321",2011,71,154,0,61.83,1
"939419",3,"site321",2008,68,155,0,61.83,1
"939949",2,"site321",2009,69,158,0,61.83,1
"940055",7,"site321",2001,50,159,1,61.83,1
"940418",4,"site321",2012,72,159,0,61.83,1
"941217",0,"site321",2006,66,156,0,61.83,1
"941363",4,"site322",1999,65,165,0,62.06,0.7575
"941402",2,"site322",2001,67,165,0,62.06,0.7575
"941516",7,"site322",2009,24,160,1,62.06,0.75
"941694",2,"site322",2002,68,158,0,62.06,0.7575
"942067",6,"site322",2003,28,155,1,62.06,0.75
"942791",9,"site322",2007,67,170,0,62.06,0.75
"942949",4,"site322",2006,66,165,1,62.06,0.8
"943401",6,"site322",1998,64,165,1,62.06,0.7575
"943625",0,"site322",2012,60,169,1,62.06,0.7375
"943628",5,"site322",2000,66,167,0,62.06,0.7575
"944224",0,"site323",2005,52,157,0,61.84,1
"944393",1,"site323",2011,58,170,0,61.84,1
"944864",0,"site323",2004,51,151,0,61.84,1
"944999",0,"site323",2012,59,162,0,61.84,1
"945026",1,"site323",2007,54,156,0,61.84,1
"945091",1,"site323",2008,55,159,0,61.84,1
"945217",1,"site323",2009,56,173,0,61.84,1
"945442",0,"site323",2006,53,156,0,61.84,1
"945716",0,"site323",2003,50,164,1,61.84,1
"947098",1,"site324",2004,68,167,1,61.85,1
"947581",2,"site324",2007,71,142,0,61.85,1
"947674",8,"site324",2010,28,155,1,61.85,1
"947874",4,"site324",2005,69,161,0,61.85,1
"947937",6,"site324",2008,45,163,1,61.85,1
"948102",0,"site325",2011,43,170,1,62.07,1
"948409",0,"site325",2007,71,145,0,62.07,1
"949132",0,"site325",2009,64,167,1,62.07,1
"949181",0,"site325",2004,68,169,1,62.07,1
"949284",1,"site325",2010,26,178,1,62.07,1
"949506",0,"site325",2008,26,159,1,62.07,0.9
"949844",3,"site325",2012,19,170,1,62.07,1
"949959",4,"site326",2001,67,167,0,62.07,0.989285714285714
"950089",5,"site326",2012,33,175,1,62.07,0.975
"950151",4,"site326",2010,28,156,0,62.07,1
"950691",6,"site326",1999,65,166,0,62.07,0.989285714285714
"950973",4,"site326",2000,66,168,0,62.07,0.989285714285714
"951027",0,"site326",2006,48,158,1,62.07,1
"951338",0,"site326",2009,27,164,0,62.07,1
"952403",3,"site326",2008,26,163,1,62.07,0.975
"952423",4,"site326",2003,69,154,0,62.07,1
"952449",10,"site326",2004,70,151,0,62.07,0.975
"953028",8,"site326",2002,68,160,0,62.07,0.989285714285714
"953133",8,"site326",1998,64,166,1,62.07,0.989285714285714
"953485",9,"site327",2009,27,161,0,61.86,1
"954354",1,"site327",2010,28,154,1,61.86,1
"954516",0,"site327",2004,68,166,1,61.86,1
"954682",3,"site327",2008,26,159,1,61.86,1
"954716",0,"site327",2007,71,143,0,61.86,1
"954823",1,"site327",2011,21,169,1,61.86,1
"955189",0,"site328",2011,20,169,1,61.86,0.8875
"955404",2,"site328",2009,55,158,1,61.86,0.9125
"955975",12,"site328",2005,29,166,1,61.86,0.8875
"956184",6,"site328",2002,68,162,0,61.86,0.895833333333333
"956285",4,"site328",1998,64,171,1,61.86,0.895833333333333
"956330",3,"site328",1999,65,168,0,61.86,0.895833333333333
"956958",10,"site328",2001,67,169,0,61.86,0.895833333333333
"957116",11,"site328",2000,66,171,0,61.86,0.895833333333333
"957471",0,"site329",2005,47,166,1,62.08,0.4375
"957727",0,"site329",1999,65,167,0,62.08,0.455
"957936",0,"site329",2000,66,170,0,62.08,0.455
"957986",0,"site329",2007,71,144,1,62.08,0.475
"958988",0,"site329",2010,42,167,1,62.08,0.425
"959034",0,"site329",2012,64,177,1,62.08,0.45
"959229",0,"site329",2008,54,167,1,62.08,0.4875
"959476",0,"site329",1998,64,167,1,62.08,0.455
"959539",0,"site329",2002,68,161,0,62.08,0.455
"959714",0,"site329",2001,67,168,0,62.08,0.455
"960640",2,"site330",2008,45,161,1,62.09,0.925
"960643",5,"site330",2007,53,161,1,62.09,0.8875
"960691",4,"site330",2012,64,157,0,62.09,1
"960876",0,"site330",2006,48,159,1,62.09,0.925
"960998",4,"site330",2009,61,156,1,62.09,0.9125
"961432",0,"site330",2010,62,156,0,62.09,0.9125
"961864",14,"site330",2003,46,153,1,62.09,0.9125
"962029",0,"site330",2011,63,155,0,62.09,0.9125
"962365",0,"site331",1999,68,147,0,61.86,0.978125
"962604",1,"site331",2010,44,159,0,61.86,0.975
"963088",1,"site331",2009,43,153,1,61.86,0.9875
"963122",0,"site331",1998,68,150,1,61.86,0.978125
"963467",2,"site331",2003,69,157,1,61.86,0.9625
"963787",1,"site331",2011,45,155,0,61.86,0.9875
"964049",1,"site331",2000,70,152,0,61.86,0.978125
"964407",1,"site332",2006,56,166,0,61.87,1
"964432",7,"site332",2011,20,170,1,61.87,1
"964603",5,"site332",2005,55,170,0,61.87,1
"965204",1,"site332",2009,59,156,0,61.87,1
"965265",1,"site332",2004,54,161,1,61.87,1
"965602",3,"site332",2008,50,155,1,61.87,1
"965871",1,"site333",2005,23,159,1,62.09,0.7125
"965992",5,"site333",2008,26,158,0,62.09,0.7125
"966452",1,"site333",2007,25,160,0,62.09,0.7125
"966964",4,"site333",2009,27,159,0,62.09,0.7125
"967061",1,"site333",2006,24,160,0,62.09,0.7125
"967437",1,"site333",2011,20,168,1,62.09,0.75
"967534",4,"site334",2010,44,157,1,62.09,1
"967770",2,"site334",2002,44,161,1,62.09,1
"968092",7,"site334",2012,54,150,1,62.09,1
"968229",1,"site334",2007,57,155,0,62.09,1
"968400",2,"site334",2008,50,156,0,62.09,1
"968935",9,"site334",2005,55,158,1,62.09,1
"969120",4,"site335",2005,55,151,1,61.87,1
"969803",2,"site335",2009,59,155,0,61.87,1
"969984",0,"site335",1999,63,146,1,61.87,1
"970201",9,"site335",2011,21,170,1,61.87,1
"970250",1,"site335",2008,58,159,0,61.87,1
"970573",3,"site335",2007,57,161,0,61.87,1
"970962",2,"site335",2006,56,152,0,61.87,1
"971360",3,"site336",2005,55,157,1,61.86,1
"971747",1,"site336",2011,43,162,1,61.86,1
"972167",7,"site336",2007,57,154,0,61.86,1
"972325",6,"site336",2009,19,168,1,61.86,1
"972464",0,"site336",2003,69,168,1,61.86,1
"972552",2,"site336",1998,54,160,1,61.86,1
"973029",7,"site337",2007,57,165,0,62.09,1
"973241",2,"site337",2004,54,160,1,62.09,1
"973421",5,"site337",2012,62,152,0,62.09,1
"973504",4,"site337",2009,19,170,1,62.09,1
"973886",2,"site337",2005,55,160,0,62.09,1
"974048",2,"site337",2006,56,165,0,62.09,1
"974437",2,"site338",2011,67,149,0,62.09,1
"974504",4,"site338",1998,54,149,1,62.09,1
"974584",9,"site338",2001,57,147,0,62.09,1
"974703",2,"site338",2007,63,152,0,62.09,1
"975195",0,"site338",2009,65,149,0,62.09,1
"975350",1,"site338",2012,68,151,0,62.09,1
"975968",1,"site338",2002,58,149,0,62.09,1
"976465",9,"site338",1999,55,149,0,62.09,1
"976612",1,"site338",2010,66,155,0,62.09,1
"976671",1,"site338",2004,60,151,0,62.09,1
"977179",3,"site338",2005,61,147,0,62.09,1
"977419",2,"site338",2008,64,152,0,62.09,1
"977806",4,"site338",2000,56,152,0,62.09,1
"978088",6,"site338",2003,59,149,0,62.09,1
"978111",3,"site338",2006,62,147,0,62.09,1
"978911",3,"site339",2006,56,159,0,61.86,0.9625
"979220",4,"site339",2012,48,147,1,61.86,0.925
"979287",4,"site339",2005,55,166,0,61.86,0.9625
"979398",2,"site339",2004,54,166,1,61.86,0.9625
"979717",4,"site339",2008,58,158,0,61.86,0.9625
"980107",1,"site339",2010,60,156,0,61.86,0.9625
"980358",4,"site340",2007,49,156,0,62.09,1
"981026",4,"site340",2006,48,156,1,62.09,1
"981560",4,"site340",2011,53,152,0,62.09,1
"981786",2,"site340",2010,52,178,0,62.09,1
"981848",3,"site340",2012,54,157,0,62.09,1
"981905",5,"site340",2009,51,156,0,62.09,1
"982041",9,"site340",2008,50,157,0,62.09,1
"982046",0,"site340",2005,55,173,0,62.09,1
"982376",3,"site340",2004,54,159,1,62.09,1
"982847",2,"site341",1998,51,150,1,62.08,0.375
"983462",3,"site341",2009,19,166,1,62.08,0.3875
"983538",1,"site341",2005,55,168,1,62.08,0.3875
"983698",0,"site341",2011,43,164,1,62.08,0.375
"983847",0,"site342",2000,49,156,1,62.28,0.996428571428571
"984186",0,"site342",2005,24,162,1,62.28,0.975
"984373",0,"site342",2008,42,169,1,62.28,1
"985186",0,"site342",2010,65,173,0,62.28,1
"985426",0,"site342",2007,23,169,1,62.28,1
"985496",0,"site342",2011,29,161,1,62.28,1
"985762",0,"site342",2009,64,172,1,62.28,1
"985974",0,"site342",2012,33,174,1,62.28,1
"986400",0,"site343",2008,26,166,1,62.49,1
"986902",0,"site343",2002,51,160,1,62.49,1
"987076",0,"site343",2012,19,178,1,62.49,1
"987234",0,"site343",2009,27,173,0,62.49,1
"987305",0,"site343",2007,23,173,1,62.49,1
"987617",0,"site343",2010,58,171,1,62.49,1
"987656",0,"site343",2011,29,158,0,62.49,1
"988093",1,"site344",2012,44,172,1,62.5,0.6875
"988297",7,"site344",2005,23,160,1,62.5,0.6875
"988450",0,"site344",2010,26,166,1,62.5,0.6875
"988587",2,"site344",2006,24,161,0,62.5,0.6875
"988861",0,"site344",2011,29,157,1,62.5,0.675
"989362",0,"site344",2003,66,162,1,62.5,0.6875
"989364",5,"site344",2008,26,164,0,62.5,0.6875
"989736",0,"site344",2007,25,161,0,62.5,0.6875
"990308",4,"site344",2009,27,168,0,62.5,0.7
"990551",0,"site345",1998,64,172,1,62.29,1
"990846",3,"site345",2011,29,159,0,62.29,1
"990891",4,"site345",2002,68,163,0,62.29,1
"991015",1,"site345",2012,19,173,1,62.29,1
"991365",0,"site345",2000,66,172,0,62.29,1
"991504",3,"site345",2007,23,170,1,62.29,1
"992449",0,"site345",2009,64,170,1,62.29,1
"992564",0,"site345",1999,65,169,0,62.29,1
"993299",1,"site345",2005,47,167,1,62.29,1
"993493",0,"site345",2010,65,167,0,62.29,1
"993551",7,"site345",2008,26,175,1,62.29,1
"993718",4,"site345",2001,67,170,0,62.29,1
"993907",4,"site346",2007,23,171,1,62.3,1
"994611",5,"site346",2011,29,160,1,62.3,1
"994682",8,"site346",2012,36,168,1,62.3,0.975
"994910",2,"site346",2009,41,165,1,62.3,1
"995055",4,"site346",2005,29,168,1,62.3,1
"995372",1,"site346",2002,65,160,1,62.3,0.995833333333333
"995506",13,"site346",2010,26,175,0,62.3,1
"996267",0,"site347",2006,48,161,1,62.51,0.9875
"996545",1,"site347",2009,27,167,1,62.51,1
"996832",3,"site347",2012,46,160,1,62.51,1
"996888",0,"site347",2011,43,169,1,62.51,0.8875
"997110",0,"site347",2003,69,158,1,62.51,1
"997677",0,"site348",2011,43,167,1,62.52,1
"998123",0,"site348",2004,68,170,0,62.52,1
"998313",11,"site348",2009,27,166,0,62.52,1
"998431",13,"site348",2008,26,161,1,62.52,1
"998599",1,"site348",2003,67,160,1,62.52,1
"998603",2,"site348",2007,32,159,1,62.52,1
"999204",1,"site349",2011,43,166,0,62.3,1
"999337",5,"site349",2012,51,166,1,62.3,1
"999822",1,"site349",2007,71,148,0,62.3,1
"999910",5,"site349",1999,41,150,1,62.3,1
"1000101",0,"site349",2009,41,164,1,62.3,1
"1000196",0,"site349",2005,69,163,1,62.3,1
"1000564",10,"site350",2008,26,160,1,62.31,1
"1000725",4,"site350",2010,28,161,1,62.31,1
"1000757",4,"site350",2009,27,164,0,62.31,1
"1000869",2,"site350",2003,67,161,1,62.31,1
"1001723",1,"site350",2007,49,156,1,62.31,1
"1002057",0,"site351",2006,48,160,1,62.53,1
"1002348",1,"site351",2010,37,172,1,62.53,0.9875
"1002498",0,"site351",2003,69,161,1,62.53,0.9375
"1002670",1,"site351",2012,45,167,1,62.53,0.9375
"1002691",1,"site351",2008,26,174,1,62.53,1
"1002973",1,"site351",2009,25,172,1,62.53,1
"1003681",1,"site352",2007,49,157,1,62.53,1
"1003851",0,"site352",2012,67,159,0,62.53,1
"1004023",0,"site352",2011,66,159,1,62.53,1
"1004899",0,"site352",2003,69,164,1,62.53,1
"1005096",4,"site352",2009,27,165,1,62.53,1
"1005233",0,"site352",2010,28,160,1,62.53,1
"1005769",3,"site353",2009,36,150,0,62.31,1
"1005939",5,"site353",2008,35,152,0,62.31,0.975
"1006509",3,"site353",2004,29,156,1,62.31,0.9125
"1006603",0,"site353",2011,38,156,0,62.31,1
"1006865",3,"site353",2012,39,157,0,62.31,0.975
"1007111",2,"site353",2007,34,153,0,62.31,0.925
"1007697",3,"site353",2005,32,162,1,62.31,0.975
"1008164",2,"site353",2010,37,155,0,62.31,1
"1008181",0,"site353",2006,33,147,0,62.31,1
"1008569",0,"site354",2004,70,152,0,62.32,1
"1008672",1,"site354",2006,56,163,1,62.32,1
"1009287",2,"site354",2003,69,167,1,62.32,1
"1009423",0,"site354",2011,57,155,1,62.32,1
