"","count","site","yr","observerAge","day","firstSurvey","latitude","lineCov"
"584069",3,"site187",2003,56,143,0,59.17,0.7375
"584086",7,"site187",2009,49,153,0,59.17,0.8125
"584122",0,"site187",2001,54,145,0,59.17,0.7875
"584258",3,"site187",1998,51,143,1,59.17,0.7875
"584327",0,"site187",2000,53,139,0,59.17,0.7875
"584646",0,"site187",2002,55,151,0,59.17,0.7875
"584781",2,"site187",1999,52,149,0,59.17,0.7875
"585136",10,"site188",2007,45,143,1,59.39,0.85
"585314",3,"site188",2009,47,141,0,59.39,0.725
"585387",2,"site188",2010,48,153,0,59.39,0.85
"585549",15,"site188",2008,46,143,0,59.39,0.725
"586219",6,"site188",2003,45,148,1,59.39,0.8625
"586274",12,"site188",2011,49,144,0,59.39,0.85
"586487",4,"site188",2012,19,157,1,59.39,0.85
"587431",7,"site189",2004,39,155,0,59.39,0.3375
"587437",0,"site189",2012,47,155,0,59.39,0.35
"587501",0,"site189",2003,38,151,0,59.39,0.3125
"587857",0,"site189",2008,43,152,0,59.39,0.35
"587977",4,"site189",2006,41,156,0,59.39,0.35
"588147",7,"site189",2007,42,156,0,59.39,0.35
"588451",6,"site189",2002,37,151,1,59.39,0.344444444444444
"588959",1,"site189",2009,44,153,0,59.39,0.35
"588997",2,"site189",2010,45,151,0,59.39,0.35
"589094",5,"site189",2005,40,153,0,59.39,0.35
"589669",22,"site190",2004,52,151,0,59.16,0.975
"590257",5,"site190",2012,60,157,0,59.16,0.975
"590299",12,"site190",2007,55,156,0,59.16,0.975
"590891",15,"site190",2011,59,152,0,59.16,0.975
"591182",25,"site190",2008,56,157,0,59.16,0.975
"591371",28,"site190",2006,54,154,0,59.16,0.9875
"592049",16,"site190",2005,53,161,0,59.16,0.975
"592546",10,"site190",2009,57,150,0,59.16,0.9875
"592586",16,"site190",1998,46,150,0,59.16,0.978125
"592610",0,"site190",2002,50,159,0,59.16,0.978125
"592753",11,"site190",2000,48,161,0,59.16,0.978125
"593308",5,"site191",2006,36,160,0,59.15,1
"593809",9,"site191",2009,39,157,0,59.15,1
"593918",7,"site191",2004,34,160,0,59.15,1
"593921",10,"site191",2007,37,159,0,59.15,1
"594384",2,"site191",2000,30,152,1,59.15,1
"594418",3,"site191",2008,38,161,0,59.15,1
"594933",6,"site191",2002,32,152,0,59.15,1
"595349",2,"site191",2001,31,154,0,59.15,1
"595443",3,"site191",2010,40,158,0,59.15,1
"595585",2,"site191",2003,33,158,0,59.15,1
"595782",1,"site191",2012,42,161,0,59.15,1
"596239",6,"site191",2011,41,155,0,59.15,1
"596568",8,"site191",2005,35,153,0,59.15,1
"596971",12,"site192",2006,44,154,0,59.38,0.4625
"597334",15,"site192",2009,47,149,0,59.38,0.4625
"597763",15,"site192",2007,45,146,0,59.38,0.4625
"598405",13,"site192",2004,42,149,0,59.38,0.4625
"598461",18,"site192",2002,40,151,0,59.38,0.4625
"598760",14,"site192",2000,38,162,0,59.38,0.4625
"598860",15,"site192",2003,41,158,0,59.38,0.4625
"599722",11,"site192",2001,39,150,0,59.38,0.4625
"599773",12,"site192",2012,50,150,0,59.38,0.4625
"600297",13,"site192",2005,43,152,0,59.38,0.4625
"600858",16,"site192",1999,37,156,0,59.38,0.4625
"601025",4,"site192",2010,48,155,0,59.38,0.4625
"601078",7,"site192",1998,36,158,0,59.38,0.4625
"601215",13,"site192",2011,49,151,0,59.38,0.4625
"601399",10,"site192",2008,46,156,0,59.38,0.4625
"602330",20,"site193",2004,59,141,0,59.38,0.6625
"602463",14,"site193",2011,66,147,0,59.38,0.6625
"602971",4,"site193",2012,67,146,0,59.38,0.6625
"603013",29,"site193",2002,57,145,0,59.38,0.6625
"603038",5,"site193",2000,55,152,1,59.38,0.6625
"603239",18,"site193",2003,58,150,0,59.38,0.6625
"603690",7,"site193",2008,63,144,0,59.38,0.6625
"603798",11,"site193",2007,62,152,0,59.38,0.6625
"603877",8,"site193",2010,65,148,0,59.38,0.6625
"603879",14,"site193",2006,61,144,0,59.38,0.6625
"604660",6,"site193",2005,60,147,0,59.38,0.6625
"604713",17,"site193",2009,64,149,0,59.38,0.6625
"604985",16,"site193",2001,56,144,0,59.38,0.6625
"605346",0,"site194",2010,53,164,0,59.14,0.3125
"605480",3,"site194",2011,54,162,0,59.14,0.3
"605542",1,"site194",2009,52,172,1,59.14,0.3
"606378",1,"site194",2005,59,168,0,59.14,0.3
"606605",0,"site194",2003,57,151,1,59.14,0.3
"606780",2,"site194",2012,55,164,0,59.14,0.3
"606951",18,"site195",2003,31,153,0,59.37,0.4
"607507",9,"site195",2005,26,153,0,59.37,0.4125
"608010",6,"site195",2002,30,155,1,59.37,0.41875
"608066",8,"site195",2009,52,141,0,59.37,0.425
"608322",8,"site195",2004,25,155,1,59.37,0.4125
"608344",0,"site195",2010,53,148,0,59.37,0.425
"608622",3,"site195",2011,54,153,0,59.37,0.425
"608816",1,"site195",2012,55,146,0,59.37,0.425
"608878",13,"site195",2008,51,144,1,59.37,0.425
"609464",0,"site196",1998,55,156,1,59.57,1
"609538",0,"site196",2012,35,147,1,59.57,1
"609665",0,"site196",2004,35,162,0,59.57,1
"609695",0,"site196",2005,47,155,1,59.57,1
"609711",0,"site196",2011,31,152,1,59.57,1
"609800",0,"site196",2000,57,155,0,59.57,1
"610370",2,"site196",2009,62,155,1,59.57,1
"610764",0,"site196",2010,63,152,0,59.57,1
"611087",0,"site196",2003,34,151,0,59.57,1
"612027",0,"site196",2002,33,137,1,59.57,1
"612175",0,"site196",2006,37,155,0,59.57,1
"612887",2,"site197",2003,34,158,1,59.79,0.925
"613168",2,"site197",2009,40,140,0,59.79,0.925
"613285",3,"site197",2005,47,156,1,59.79,0.8625
"613424",1,"site197",2011,42,153,0,59.79,1
"613861",0,"site198",2008,50,158,1,59.58,1
"613940",0,"site198",2005,25,156,1,59.58,1
"614486",0,"site198",2007,27,150,0,59.58,1
"614504",0,"site198",2004,67,152,1,59.58,1
"614889",0,"site198",2012,41,143,1,59.58,1
"615634",2,"site199",2011,56,147,0,59.59,0.5
"616022",0,"site199",2000,45,152,0,59.59,0.4765625
"616735",2,"site199",2003,48,150,0,59.59,0.475
"616780",10,"site199",2004,49,155,0,59.59,0.475
"617051",0,"site199",1998,43,162,1,59.59,0.4765625
"617177",4,"site199",2005,50,152,0,59.59,0.475
"617934",0,"site199",1999,44,153,0,59.59,0.4765625
"618042",2,"site199",2009,54,143,0,59.59,0.4625
"618085",3,"site199",2007,52,145,0,59.59,0.475
"618098",4,"site199",2006,51,153,0,59.59,0.475
"618300",2,"site199",2008,53,158,0,59.59,0.475
"618364",11,"site199",2001,46,150,0,59.59,0.4765625
"618427",0,"site199",2002,47,151,0,59.59,0.4765625
"618867",0,"site200",2005,25,157,1,59.8,0.8
"618998",0,"site200",2011,53,154,0,59.8,0.875
"619303",0,"site200",2003,66,163,1,59.8,0.7875
"619543",1,"site200",2007,27,152,0,59.8,0.7375
"619711",5,"site200",2008,50,157,1,59.8,0.7875
"620125",6,"site200",2009,45,152,1,59.8,0.85
"620446",0,"site201",2011,52,162,0,59.82,0.975
"620526",0,"site201",1998,29,150,1,59.82,0.95625
"620552",0,"site201",2000,31,144,0,59.82,0.95625
"620700",0,"site201",2012,57,160,1,59.82,1
"621990",0,"site201",2005,47,157,1,59.82,0.9375
"622043",0,"site201",2009,64,150,1,59.82,0.925
"622240",0,"site201",2007,39,155,1,59.82,0.9375
"622298",0,"site201",2010,51,178,1,59.82,0.9625
"622323",0,"site201",1999,30,149,0,59.82,0.95625
"622337",0,"site201",2001,32,152,0,59.82,0.95625
"623042",2,"site202",2001,56,156,0,59.6,0.996428571428571
"623108",0,"site202",2007,62,153,0,59.6,1
"623415",0,"site202",2011,55,154,0,59.6,1
"624105",0,"site202",2003,58,156,0,59.6,1
"624665",0,"site202",2000,55,157,0,59.6,0.996428571428571
"624703",0,"site202",2010,54,156,0,59.6,1
"624713",0,"site202",2004,59,157,0,59.6,1
"624987",0,"site202",2008,63,151,0,59.6,0.975
"625290",0,"site202",1998,53,156,1,59.6,0.996428571428571
"625435",0,"site202",2009,53,156,1,59.6,1
"625728",0,"site202",1999,54,155,0,59.6,0.996428571428571
"626249",0,"site203",2012,25,151,1,59.61,1
"626339",2,"site203",2009,26,157,0,59.61,1
"626366",0,"site203",2007,24,154,1,59.61,1
"627101",7,"site203",2008,25,158,0,59.61,1
"627198",2,"site203",2010,27,156,0,59.61,1
"627553",0,"site203",2001,56,152,1,59.61,1
"627760",3,"site203",2011,28,155,0,59.61,1
"628010",0,"site203",1998,70,148,1,59.61,1
"628457",2,"site203",1999,71,123,0,59.61,1
"628758",8,"site203",2005,29,164,1,59.61,1
"629328",0,"site204",2007,24,156,1,59.82,0.825
"629788",0,"site204",2001,56,162,0,59.82,0.825
"629950",0,"site204",2012,32,143,1,59.82,0.825
"630036",0,"site204",2005,47,164,1,59.82,0.825
"630275",0,"site204",2009,55,143,1,59.82,0.825
"630350",0,"site204",2000,55,159,1,59.82,0.825
"631074",0,"site205",1998,42,149,1,59.83,0.9975
"631172",0,"site205",2009,53,150,0,59.83,1
"632509",0,"site205",2002,46,152,0,59.83,0.9975
"633017",0,"site205",1999,43,156,0,59.83,0.9975
"633104",0,"site205",2012,56,157,0,59.83,1
"633518",0,"site205",2003,47,158,0,59.83,0.975
"633625",0,"site205",2006,50,161,0,59.83,1
"633671",0,"site205",2005,49,156,0,59.83,1
"633786",0,"site205",2007,51,159,0,59.83,1
"633851",0,"site205",2010,54,158,0,59.83,1
"634066",0,"site205",2001,45,154,0,59.83,0.9975
"634163",0,"site205",2011,55,150,1,59.83,1
"634385",0,"site205",2008,52,152,0,59.83,1
"634603",0,"site205",2004,48,150,0,59.83,1
"634661",0,"site205",2000,44,155,0,59.83,0.9975
"634755",7,"site206",2007,25,154,0,59.61,0.95
"634802",4,"site206",2003,22,158,0,59.61,0.9625
"635420",6,"site206",2009,27,149,0,59.61,0.95
"635941",6,"site206",2006,25,161,0,59.61,0.95
"635982",0,"site206",1998,70,159,0,59.61,0.9625
"636344",5,"site206",2001,73,164,0,59.61,0.9625
"636426",1,"site206",2011,53,151,1,59.61,1
"636624",3,"site206",2002,21,159,1,59.61,0.9625
"636793",2,"site206",2000,72,160,0,59.61,0.9625
"636883",1,"site206",1999,71,158,0,59.61,0.9625
"638012",0,"site207",2004,58,160,0,59.62,0.6875
"638545",0,"site207",2000,54,162,0,59.62,0.6765625
"638659",0,"site207",1998,52,164,0,59.62,0.6765625
"638674",0,"site207",2012,28,156,1,59.62,0.65
"638969",0,"site207",2008,62,158,0,59.62,0.6625
"638984",0,"site207",2007,61,161,0,59.62,0.6625
"639410",0,"site207",2003,57,158,0,59.62,0.6875
"639766",0,"site207",2002,56,158,0,59.62,0.6765625
"640000",1,"site207",2006,59,162,1,59.62,0.7125
"640951",0,"site207",2005,59,161,0,59.62,0.6875
"641112",0,"site207",1999,53,158,0,59.62,0.6765625
"641882",0,"site207",2001,55,160,0,59.62,0.6765625
"642080",0,"site207",2010,64,163,0,59.62,0.6625
"642537",0,"site208",2012,25,160,1,59.84,1
"642561",0,"site208",2011,28,156,0,59.84,1
"642681",0,"site208",2009,26,149,0,59.84,1
"642796",0,"site208",2000,47,160,1,59.84,1
"642869",0,"site208",2008,25,151,0,59.84,1
"643231",0,"site208",2010,27,155,0,59.84,1
"643545",0,"site208",2007,24,153,1,59.84,1
"644272",0,"site209",2001,46,166,1,59.84,0.996875
"644342",0,"site209",2011,27,159,1,59.84,0.975
"644406",0,"site209",2005,50,169,0,59.84,1
"644835",0,"site209",2003,48,158,0,59.84,1
"645784",1,"site209",2006,51,161,0,59.84,1
"646093",0,"site209",2010,57,153,1,59.84,1
"646204",0,"site209",2009,46,159,1,59.84,1
"646297",1,"site209",2004,49,160,0,59.84,1
"646531",0,"site209",2012,47,157,1,59.84,1
"646996",1,"site210",2004,34,151,0,59.62,1
"648271",0,"site210",2011,51,156,0,59.62,1
"648370",0,"site210",2003,33,158,0,59.62,1
"648487",0,"site210",2006,42,153,1,59.62,1
"648687",0,"site210",2001,31,154,1,59.62,0.986111111111111
"648733",0,"site210",2012,52,157,0,59.62,1
"649094",0,"site210",2009,49,154,1,59.62,1
"649228",1,"site210",1999,45,164,1,59.62,0.986111111111111
"649343",0,"site210",2010,50,158,0,59.62,1
"649595",1,"site210",2002,32,156,0,59.62,0.986111111111111
"650139",0,"site210",2007,43,156,0,59.62,1
"650161",0,"site210",2005,35,161,0,59.62,0.875
"650555",0,"site211",2011,49,151,0,59.62,0.6875
"650642",0,"site211",2008,46,151,0,59.62,0.6875
"650657",0,"site211",2005,43,151,0,59.62,0.7125
"651057",1,"site211",2007,45,150,0,59.62,0.6875
"651375",0,"site211",2004,42,149,0,59.62,0.7125
"652321",0,"site211",2003,41,150,1,59.62,0.725
"652602",0,"site211",2006,44,151,0,59.62,0.7
"652648",1,"site211",2009,47,150,0,59.62,0.6875
"652731",1,"site211",2010,48,150,0,59.62,0.675
"653004",6,"site212",2005,51,147,0,59.85,1
"653207",5,"site212",2007,53,145,0,59.85,1
"653345",1,"site212",2003,49,148,0,59.85,1
"653807",1,"site212",2006,52,146,0,59.85,1
"653984",1,"site212",2004,50,151,0,59.85,1
"654651",0,"site212",2010,57,154,1,59.85,0.9875
"654783",0,"site212",2012,52,159,0,59.85,1
"654786",4,"site212",2008,54,158,0,59.85,1
"655136",5,"site212",2002,48,158,1,59.85,0.9975
"655621",1,"site212",2009,55,156,0,59.85,1
"655779",0,"site212",2011,51,154,1,59.85,0.9875
"656073",1,"site213",2012,64,156,0,59.85,1
"656291",1,"site213",2008,34,159,1,59.85,0.925
"656454",0,"site213",2004,27,160,1,59.85,0.925
"656755",0,"site213",2011,63,152,0,59.85,1
"656757",0,"site213",2007,30,158,0,59.85,0.925
"657600",0,"site213",2006,29,156,0,59.85,0.925
"657778",0,"site213",2010,62,156,0,59.85,0.925
"657881",1,"site213",2009,61,156,1,59.85,0.9125
"658313",3,"site214",2006,32,154,1,59.62,1
"658409",4,"site214",2003,45,152,1,59.62,1
"658816",1,"site214",2011,37,154,0,59.62,1
"659058",1,"site214",2007,33,153,0,59.62,1
"659202",1,"site214",2010,36,155,0,59.62,1
"659308",1,"site214",2008,34,158,0,59.62,1
"659459",5,"site214",2012,38,153,0,59.62,1
"660029",7,"site215",2011,51,151,0,59.62,1
"660058",8,"site215",2007,47,155,0,59.62,1
"660230",9,"site215",2005,45,156,0,59.62,1
"660711",11,"site215",2006,46,155,0,59.62,1
"660986",4,"site215",2010,50,154,0,59.62,1
"661296",8,"site215",2012,52,158,0,59.62,1
"661797",11,"site215",2009,49,153,0,59.62,1
"662004",9,"site215",2008,48,156,0,59.62,1
"662399",4,"site215",2002,42,155,1,59.62,1
"662842",3,"site215",2004,44,155,0,59.62,1
"662931",10,"site215",2003,43,156,0,59.62,1
"663507",2,"site216",1999,36,155,0,59.85,0.9775
"663716",2,"site216",2011,48,154,0,59.85,0.975
"664196",3,"site216",2007,44,153,0,59.85,0.975
"664367",3,"site216",2002,39,159,0,59.85,0.9775
"664942",2,"site216",2004,41,156,0,59.85,0.975
"666019",2,"site216",2001,38,153,0,59.85,0.9775
"666186",2,"site216",1998,35,156,1,59.85,0.9775
"666328",2,"site216",2009,46,157,0,59.85,0.975
"666379",5,"site216",2000,37,154,0,59.85,0.9775
"666599",1,"site216",2003,40,157,0,59.85,1
"666607",3,"site216",2010,48,178,0,59.85,0.975
"666752",4,"site216",2008,45,158,0,59.85,0.975
"666836",3,"site216",2005,42,156,0,59.85,0.975
"666964",2,"site216",2012,50,161,0,59.85,0.975
"667050",10,"site216",2006,44,161,0,59.85,0.975
"667270",5,"site217",1999,46,153,1,59.85,1
"667302",23,"site217",2003,51,160,0,59.85,1
"667837",33,"site217",2006,54,160,0,59.85,1
"668727",16,"site217",2007,55,158,0,59.85,1
"668911",13,"site217",2005,53,159,0,59.85,1
"669063",18,"site217",2002,50,159,0,59.85,1
"669152",6,"site217",2012,60,163,0,59.85,1
"669247",9,"site217",2011,59,158,0,59.85,1
"669287",24,"site217",2000,48,159,0,59.85,1
"669681",28,"site217",2009,57,159,0,59.85,1
"670000",12,"site217",2010,58,157,0,59.85,1
"670123",37,"site217",2004,52,162,0,59.85,1
"670662",18,"site217",2008,56,159,0,59.85,1
"670731",23,"site217",2001,49,156,0,59.85,1
"671282",11,"site218",2002,63,148,1,59.62,0.972222222222222
"671309",4,"site218",2010,37,149,0,59.62,1
"671571",12,"site218",2005,66,147,0,59.62,1
"671613",4,"site218",2008,35,161,1,59.62,0.95
"671861",5,"site218",2012,36,154,1,59.62,0.95
"672370",11,"site218",2011,38,153,0,59.62,1
"672392",5,"site218",2004,65,143,0,59.62,1
"672405",4,"site218",2009,36,149,1,59.62,0.925
"673079",9,"site218",2003,64,146,0,59.62,0.975
"673368",6,"site218",2007,22,153,1,59.62,0.95
"673944",17,"site219",2007,59,156,0,59.61,0.9625
"673973",13,"site219",2009,61,159,0,59.61,0.975
"674277",14,"site219",2008,60,158,0,59.61,0.975
"674789",11,"site219",1998,50,150,1,59.61,0.96875
"674812",21,"site219",2001,53,154,0,59.61,0.96875
"674821",16,"site219",2005,57,158,0,59.61,0.9625
"675475",4,"site219",2010,62,156,0,59.61,0.975
"675647",5,"site219",2011,63,154,0,59.61,0.975
"675957",10,"site219",1999,51,160,0,59.61,0.96875
"676062",5,"site219",2012,64,158,0,59.61,0.975
"676682",21,"site219",2006,58,160,0,59.61,0.9625
"677079",17,"site219",2003,55,154,0,59.61,0.9625
"677500",16,"site219",2004,56,154,0,59.61,0.9625
"677528",19,"site219",2002,54,152,0,59.61,0.96875
"677917",4,"site219",2000,52,161,0,59.61,0.96875
"678137",5,"site220",2006,39,163,0,59.84,1
"678314",6,"site220",2007,40,153,0,59.84,1
"678417",9,"site220",2001,49,158,1,59.84,1
"679367",7,"site220",2012,45,148,0,59.84,1
"679688",4,"site220",2011,44,152,0,59.84,1
"680046",9,"site220",2008,41,158,0,59.84,1
"680066",1,"site220",2010,43,154,0,59.84,1
"680111",9,"site220",2004,37,154,1,59.84,1
"680250",14,"site220",2005,38,161,0,59.84,1
"681044",0,"site221",2002,63,154,1,59.84,1
"681125",3,"site221",1999,37,158,1,59.84,1
"681606",0,"site221",2010,38,157,0,59.84,1
"681968",4,"site221",2008,36,161,1,59.84,1
"682034",3,"site221",2009,37,158,0,59.84,1
"682300",1,"site221",2003,64,158,0,59.84,1
"682871",1,"site221",2001,56,159,1,59.84,1
"683068",1,"site221",2004,31,164,1,59.84,1
"683094",0,"site221",2011,39,156,0,59.84,1
"683249",2,"site221",2012,40,159,0,59.84,1
"683360",13,"site222",2003,54,154,1,59.61,0.9375
"683584",10,"site222",2002,66,151,1,59.61,0.933333333333333
"683592",2,"site222",2012,55,147,0,59.61,0.925
"683650",13,"site222",2011,54,160,0,59.61,0.925
"684544",5,"site222",2010,53,151,0,59.61,0.95
"684862",22,"site222",2009,52,142,1,59.61,0.925
"685077",12,"site222",2004,31,160,1,59.61,0.9375
"685596",4,"site223",2004,65,144,0,59.6,0.9875
"685681",9,"site223",2005,66,145,0,59.6,0.975
"685829",11,"site223",2003,64,141,1,59.6,0.95
"686043",3,"site223",2012,68,158,1,59.6,0.925
"686052",3,"site223",2009,53,152,0,59.6,0.925
"686494",0,"site223",2010,54,155,0,59.6,0.925
"686510",3,"site223",2002,42,146,1,59.6,0.95375
"686767",7,"site223",2007,68,151,0,59.6,0.9875
"687302",3,"site223",2001,45,154,1,59.6,0.95375
"687959",9,"site223",2008,52,157,1,59.6,0.95
"688026",7,"site223",2011,55,152,0,59.6,0.925
"688569",4,"site223",2006,67,148,0,59.6,0.9875
"688718",10,"site224",2007,36,150,1,59.83,0.8875
"689017",11,"site224",2006,30,161,1,59.83,0.9125
"689121",7,"site224",2002,32,154,0,59.83,0.958333333333333
"689536",6,"site224",2010,34,153,0,59.83,1
"690002",2,"site224",2011,35,153,0,59.83,1
"690104",4,"site224",2009,33,160,0,59.83,1
"691000",13,"site224",2005,35,158,0,59.83,0.9125
"691170",4,"site224",2008,32,154,1,59.83,1
"691326",13,"site224",2001,31,156,1,59.83,0.958333333333333
"691419",6,"site224",1998,26,159,0,59.83,0.958333333333333
"691881",1,"site224",2012,36,157,0,59.83,1
"692020",14,"site224",2004,34,158,0,59.83,0.9125
"692376",2,"site225",2008,66,155,0,59.82,0.9625
"692408",2,"site225",2003,61,151,0,59.82,0.9625
"692486",3,"site225",1999,57,151,0,59.82,0.96
"692712",8,"site225",2004,62,155,0,59.82,0.9625
"692909",1,"site225",1998,56,150,0,59.82,0.96
"693500",4,"site225",2002,60,152,0,59.82,0.96
"694024",1,"site225",2011,69,152,0,59.82,0.9625
"694040",1,"site225",2012,70,155,0,59.82,0.9625
"694952",3,"site225",2000,58,155,0,59.82,0.96
"695025",0,"site225",2005,63,151,0,59.82,0.9375
"695426",1,"site225",2010,68,150,0,59.82,0.9625
"695957",5,"site225",2006,64,146,0,59.82,0.9625
"696013",3,"site225",2009,67,150,0,59.82,0.9625
"696055",1,"site225",2007,65,152,0,59.82,0.9625
"696083",0,"site225",2001,59,153,0,59.82,0.96
"696698",11,"site226",2009,70,151,0,59.59,1
"697259",8,"site226",2001,50,157,1,59.59,0.940625
"697310",7,"site226",2004,31,168,1,59.59,0.5875
"697416",5,"site226",2007,68,153,0,59.59,0.9875
"697862",0,"site226",2012,73,151,0,59.59,1
"698620",20,"site226",2002,51,153,0,59.59,0.940625
"698644",11,"site226",2006,67,152,1,59.59,1
"698744",3,"site226",2010,71,147,0,59.59,0.95
"699035",10,"site226",2008,69,149,0,59.59,1
"699142",3,"site226",1999,71,148,0,59.59,0.940625
"699590",7,"site226",2011,72,150,0,59.59,1
"700071",2,"site226",1998,70,147,0,59.59,0.940625
"700568",13,"site227",2010,61,154,0,59.82,1
"700596",6,"site227",2012,63,161,0,59.82,1
"700869",22,"site227",2006,57,155,0,59.82,1
"701271",25,"site227",2007,58,153,0,59.82,1
"701322",14,"site227",2002,53,156,0,59.82,1
"701702",18,"site227",2004,55,154,0,59.82,1
"701889",17,"site227",2009,60,149,0,59.82,1
"702127",25,"site227",2003,54,153,0,59.82,1
"702735",7,"site227",2008,59,152,0,59.82,1
"702868",17,"site227",2001,52,163,0,59.82,1
"702977",14,"site227",2005,56,156,0,59.82,1
"703221",12,"site227",2011,62,154,0,59.82,1
"703760",12,"site227",1999,50,151,1,59.82,1
"704364",2,"site228",2005,32,161,1,59.81,0.275
"704367",2,"site228",2010,61,156,1,59.81,0.325
"704379",0,"site228",2012,63,164,0,59.81,0.325
"704832",0,"site229",2011,53,153,1,60.03,1
"704912",10,"site229",2009,45,151,1,60.03,0.9875
"705281",0,"site229",2005,25,159,1,60.03,1
"705332",0,"site229",2007,27,154,0,60.03,0.975
"705978",0,"site229",2012,61,149,1,60.03,1
"706379",0,"site229",1998,50,159,1,60.03,0.9925
"706498",0,"site230",2010,51,178,0,60.04,0.8625
"706714",0,"site230",2011,52,159,0,60.04,0.9375
"707113",0,"site230",2012,53,160,0,60.04,0.9625
"707430",0,"site230",2003,45,154,1,60.04,0.95
"707621",0,"site230",2005,29,165,1,60.04,0.8875
"707848",0,"site230",2007,27,153,1,60.04,0.825
"707877",0,"site230",2009,50,159,1,60.04,0.9375
"708426",0,"site231",2012,35,158,1,60.26,0.975
"708485",0,"site231",2010,68,156,0,60.26,0.975
"708488",0,"site231",2008,66,156,1,60.26,0.975
"708501",1,"site231",2005,47,165,1,60.26,0.975
"708712",0,"site231",2004,59,153,1,60.26,1
"709634",0,"site231",2009,67,156,0,60.26,0.975
"709638",2,"site231",2007,53,150,1,60.26,0.975
"710495",0,"site232",2001,58,166,0,60.05,1
"710559",0,"site232",2000,57,167,0,60.05,1
"711219",0,"site232",2008,65,157,0,60.05,1
"711238",0,"site232",2007,64,157,0,60.05,1
"711350",0,"site232",2012,69,157,0,60.05,1
"711938",0,"site232",2005,62,160,0,60.05,1
