"","count","site","yr","observerAge","day","firstSurvey","latitude","lineCov"
"831674",0,"site277",2011,52,152,0,60.74,0.4625
"831808",1,"site277",2002,43,163,1,60.74,0.440625
"831948",0,"site277",2009,50,148,0,60.74,0.425
"832174",1,"site278",2003,44,156,0,60.51,1
"832308",0,"site278",2009,53,156,1,60.51,0.9875
"833000",0,"site278",2012,56,161,0,60.51,1
"833093",0,"site278",2011,55,156,0,60.51,1
"833215",0,"site278",2000,41,155,1,60.51,0.9953125
"833257",0,"site278",2008,48,167,1,60.51,1
"833531",0,"site278",2004,31,169,1,60.51,1
"833762",0,"site278",2005,38,156,1,60.51,1
"834323",0,"site278",2010,54,156,0,60.51,0.975
"834636",0,"site279",2008,39,157,1,60.92,1
"834670",0,"site279",1999,48,158,1,60.92,1
"835590",0,"site279",2007,30,159,1,60.92,1
"835852",0,"site279",2012,43,156,0,60.92,1
"836129",0,"site279",2005,25,165,1,60.92,1
"836155",0,"site279",2010,41,165,0,60.92,1
"836407",0,"site279",2009,40,150,0,60.92,1
"836641",0,"site279",2011,42,160,0,60.92,1
"836814",0,"site280",2010,42,153,0,60.94,0.85
"836893",0,"site280",2012,44,158,0,60.94,0.85
"838074",0,"site280",2005,25,166,1,60.94,0.75
"838459",0,"site280",2007,38,156,1,60.94,0.85
"838563",0,"site280",2008,40,158,1,60.94,0.8625
"838597",0,"site280",2009,41,156,0,60.94,0.85
"838770",0,"site280",1999,48,159,1,60.94,0.8375
"838925",0,"site280",2011,43,156,0,60.94,0.85
"839200",0,"site281",2001,50,156,1,61.16,1
"839396",1,"site281",2006,54,153,0,61.16,1
"839442",2,"site281",2007,55,156,0,61.16,1
"840365",0,"site281",2012,60,148,0,61.16,1
"840666",0,"site281",2011,59,149,0,61.16,1
"841480",0,"site281",2009,57,150,0,61.16,1
"841679",0,"site281",2004,52,157,1,61.16,1
"841751",0,"site281",2010,58,152,0,61.16,1
"841900",0,"site281",2005,53,156,0,61.16,1
"842033",0,"site281",2003,18,153,1,61.16,1
"842035",0,"site281",2008,56,153,0,61.16,1
"842724",0,"site282",2005,58,169,0,60.95,1
"842978",0,"site282",2007,60,165,0,60.95,1
"843820",0,"site282",2011,64,161,0,60.95,1
"843845",0,"site282",2012,65,170,0,60.95,1
"843936",0,"site282",2002,55,165,0,60.95,1
"844066",0,"site282",2004,57,164,0,60.95,1
"844111",0,"site282",2000,53,163,0,60.95,1
"844830",1,"site282",2008,61,159,0,60.95,1
"845122",0,"site282",2006,59,161,0,60.95,1
"845455",0,"site282",2009,62,165,0,60.95,1
"845664",0,"site282",1999,52,165,0,60.95,1
"845914",0,"site283",2009,61,158,0,60.95,1
"846393",0,"site283",2003,55,167,1,60.95,1
"846411",0,"site283",2005,57,160,0,60.95,1
"847163",0,"site283",2001,50,155,1,60.95,1
"847510",0,"site283",2010,62,174,0,60.95,1
"847546",0,"site283",2004,56,158,0,60.95,1
"847649",0,"site283",2008,60,151,0,60.95,1
"847787",0,"site283",2007,59,154,0,60.95,1
"847914",0,"site283",2006,58,156,0,60.95,1
"848203",3,"site284",2007,53,166,1,61.17,1
"848467",1,"site284",2008,54,165,0,61.17,1
"848519",3,"site284",2005,69,159,0,61.17,1
"849656",0,"site284",2009,55,164,0,61.17,1
"849692",3,"site284",2010,56,148,0,61.17,1
"849778",2,"site284",2004,68,163,1,61.17,1
"849883",3,"site284",2011,57,147,0,61.17,1
"850023",0,"site284",2012,58,168,0,61.17,1
"850641",0,"site285",2004,68,164,1,61.18,0.925
"850888",0,"site285",2009,57,153,0,61.18,0.95
"851207",0,"site285",2006,60,156,1,61.18,0.925
"851672",0,"site285",2012,44,168,1,61.18,0.9375
"851707",0,"site285",2010,58,157,0,61.18,0.9625
"851822",0,"site285",2005,69,158,0,61.18,0.925
"851939",0,"site285",2008,56,155,1,61.18,0.925
"852473",0,"site286",1999,73,149,0,60.96,1
"852539",0,"site286",2006,37,159,0,60.96,1
"852860",0,"site286",2004,35,155,1,60.96,1
"853127",0,"site286",2010,41,149,0,60.96,1
"853277",0,"site286",1998,72,148,1,60.96,1
"853288",0,"site286",2012,43,146,0,60.96,1
"853972",0,"site286",2007,38,153,0,60.96,1
"854178",0,"site286",2009,40,159,0,60.96,1
"854938",23,"site287",2006,55,161,0,60.96,0.75
"855038",12,"site287",2005,54,166,1,60.96,0.75
"855111",8,"site287",2012,61,161,0,60.96,0.75
"855252",4,"site287",1998,72,147,1,60.96,0.744444444444444
"855346",7,"site287",2010,59,166,0,60.96,0.75
"855497",16,"site287",2009,58,170,0,60.96,0.75
"855663",9,"site287",2011,60,154,0,60.96,0.75
"855890",10,"site287",2004,43,149,1,60.96,0.7
"856737",26,"site287",2007,56,165,0,60.96,0.75
"856805",7,"site287",2008,57,164,0,60.96,0.75
"857258",9,"site287",1999,73,156,0,60.96,0.744444444444444
"857664",0,"site288",2008,26,164,1,61.18,0.975
"857812",0,"site288",2009,24,155,1,61.18,0.975
"858311",0,"site288",2004,68,165,1,61.18,0.95
"858716",0,"site288",2006,33,160,0,61.18,0.875
"858860",0,"site288",2005,32,169,1,61.18,0.9375
"859280",0,"site288",2012,44,167,1,61.18,0.975
"859409",5,"site289",2008,26,165,0,61.19,0.975
"859687",0,"site289",2011,29,155,0,61.19,0.8625
"859833",1,"site289",2007,25,153,1,61.19,0.975
"860144",0,"site289",2012,30,157,0,61.19,0.975
"860161",2,"site289",1998,31,162,1,61.19,0.9640625
"860844",0,"site289",2010,28,155,0,61.19,0.975
"860932",4,"site289",2006,48,161,1,61.19,1
"861615",4,"site289",2009,27,150,0,61.19,0.975
"861665",1,"site289",2003,57,149,1,61.19,0.975
"861812",0,"site290",2008,26,157,1,60.97,1
"862032",1,"site290",2001,43,156,1,60.97,0.985416666666667
"862532",0,"site290",2003,49,158,1,60.97,1
"863160",17,"site290",2005,71,153,1,60.97,1
"863173",11,"site290",2006,72,153,0,60.97,1
"863417",0,"site290",2009,24,156,1,60.97,1
"863745",5,"site290",2010,20,163,1,60.97,0.9125
"863834",0,"site291",2004,63,151,0,60.97,1
"864285",0,"site291",2009,24,157,1,60.97,1
"864741",1,"site291",2008,32,144,0,60.97,1
"865134",0,"site291",2003,62,149,1,60.97,1
"865166",0,"site291",2011,43,160,1,60.97,1
"865750",0,"site291",2007,31,137,0,60.97,0.9875
"865766",0,"site291",2010,57,163,1,60.97,1
"865767",2,"site291",2006,30,147,1,60.97,1
"866372",13,"site292",2002,68,154,0,61.19,0.871428571428571
"866424",1,"site292",2011,65,164,0,61.19,0.8875
"866472",1,"site292",1999,65,159,0,61.19,0.871428571428571
"866750",2,"site292",2010,20,161,1,61.19,0.85
"866808",3,"site292",2008,62,159,0,61.19,0.8875
"866829",3,"site292",2009,63,143,0,61.19,0.8875
"867099",3,"site292",2006,33,139,1,61.19,0.8875
"867857",1,"site292",2007,61,153,1,61.19,0.8875
"868300",0,"site292",2000,66,164,0,61.19,0.871428571428571
"868642",3,"site292",1998,64,159,1,61.19,0.871428571428571
"868760",1,"site292",2003,49,149,1,61.19,0.8125
"868903",2,"site292",2001,67,161,0,61.19,0.871428571428571
"869323",0,"site293",2011,45,149,0,61.19,0.5125
"869483",0,"site293",2008,41,153,1,61.19,0.525
"870308",0,"site293",2006,65,153,0,61.19,0.65
"870376",0,"site293",2010,44,150,0,61.19,0.5
"870502",0,"site293",1998,57,141,1,61.19,0.5375
"870642",0,"site293",2009,43,145,1,61.19,0.525
"870837",0,"site293",2012,43,145,1,61.19,0.5125
"870944",0,"site293",2003,62,156,0,61.19,0.5375
"872259",0,"site294",2011,67,156,0,60.97,1
"872444",0,"site294",2009,19,159,1,60.97,0.975
"872579",0,"site294",2002,58,152,0,60.97,0.997222222222222
"872712",0,"site294",2008,64,149,0,60.97,1
"872790",0,"site294",2003,59,151,0,60.97,1
"872862",0,"site294",2007,63,156,0,60.97,1
"873158",0,"site294",2001,57,154,1,60.97,0.997222222222222
"873197",0,"site294",2006,62,152,0,60.97,1
"873315",0,"site294",2012,68,146,0,60.97,1
"874498",0,"site294",2004,60,154,0,60.97,1
"874585",0,"site294",2010,20,158,0,60.97,1
"874970",1,"site295",2009,43,144,1,60.97,1
"875082",1,"site295",2006,45,151,0,60.97,1
"875165",2,"site295",2010,44,151,0,60.97,1
"875200",1,"site295",2004,43,163,0,60.97,1
"875214",0,"site295",2002,41,159,1,60.97,1
"875913",0,"site295",2003,42,162,0,60.97,1
"876314",0,"site296",2010,66,159,1,61.19,0.85
"876673",0,"site296",2008,61,164,0,61.19,0.975
"877020",0,"site296",2002,55,168,0,61.19,0.93125
"877114",0,"site296",2001,54,170,1,61.19,0.93125
"877115",0,"site296",2004,57,175,0,61.19,0.95
"877199",0,"site296",2005,58,173,0,61.19,0.9
"878068",0,"site296",2003,56,167,0,61.19,1
"878256",0,"site296",2007,57,158,1,61.19,0.9125
"879085",1,"site297",1999,55,158,1,61.19,0.845
"879721",7,"site297",2009,65,158,0,61.19,0.875
"879993",3,"site297",2004,60,160,0,61.19,0.7875
"880425",7,"site297",2006,62,158,0,61.19,0.85
"880554",3,"site297",2002,58,156,0,61.19,0.845
"880600",2,"site297",2007,63,152,0,61.19,0.7875
"880728",11,"site297",2001,57,164,0,61.19,0.845
"880820",7,"site297",2000,56,167,0,61.19,0.845
"881194",7,"site297",2008,64,154,0,61.19,0.875
"881257",2,"site297",2010,66,154,0,61.19,0.85
"881570",4,"site297",2012,68,156,0,61.19,0.875
"881933",1,"site297",2011,67,153,0,61.19,0.875
"882217",5,"site297",2005,61,153,0,61.19,0.85
"882248",6,"site297",2003,59,148,0,61.19,0.825
"882466",0,"site298",2001,38,159,1,60.96,0.533333333333333
"882777",0,"site298",2005,61,166,1,60.96,0.65
"883387",0,"site298",2006,56,168,1,60.96,0.5375
"883517",0,"site298",2008,50,153,1,60.96,0.5125
"883548",0,"site298",2011,21,166,1,60.96,0.5
"884014",0,"site298",2003,40,151,0,60.96,0.45
"884215",0,"site298",2002,39,151,0,60.96,0.533333333333333
"884341",0,"site298",2009,51,151,0,60.96,0.55
"884697",0,"site299",2008,58,157,0,61.19,0.8375
"884699",0,"site299",2000,50,163,0,61.19,0.834722222222222
"885224",0,"site299",2001,51,160,0,61.19,0.834722222222222
"885787",3,"site299",2004,54,163,0,61.19,0.8375
"886221",0,"site299",2003,53,162,0,61.19,0.8125
"886483",1,"site299",2010,60,163,0,61.19,0.8375
"886580",0,"site299",2007,57,153,0,61.19,0.8375
"886626",0,"site299",1999,49,163,0,61.19,0.834722222222222
"887027",0,"site299",1998,48,164,1,61.19,0.834722222222222
"887237",0,"site299",2012,62,148,0,61.19,0.8375
"887961",2,"site299",2009,59,150,0,61.19,0.8375
"887980",0,"site299",2006,56,157,0,61.19,0.8375
"888020",0,"site299",2005,55,159,0,61.19,0.8375
"888052",0,"site299",2002,52,159,0,61.19,0.834722222222222
"888608",0,"site300",2011,59,153,0,61.61,1
"888986",0,"site300",2009,41,167,1,61.61,1
"889016",0,"site300",2003,28,157,1,61.61,1
"889183",0,"site300",2001,50,157,1,61.61,1
"889707",0,"site300",2005,30,167,0,61.61,1
"890272",0,"site300",2004,29,169,0,61.61,1
"890591",0,"site300",2006,54,163,1,61.61,1
"891127",0,"site300",2012,60,156,0,61.61,1
"891212",0,"site300",2008,42,168,1,61.61,1
"891421",0,"site300",2002,51,159,0,61.61,1
"891536",0,"site300",2007,55,161,0,61.61,1
"891935",0,"site301",2001,67,163,0,61.39,0.994642857142857
"891946",0,"site301",2008,26,179,1,61.39,0.9625
"892090",0,"site301",2009,24,159,1,61.39,1
"892194",0,"site301",2000,66,165,0,61.39,0.994642857142857
"892598",0,"site301",2003,69,153,0,61.39,1
"892913",0,"site301",2004,70,149,0,61.39,1
"893135",2,"site301",2010,20,160,1,61.39,1
"893277",0,"site301",2006,72,154,0,61.39,1
"893457",0,"site301",2002,68,156,0,61.39,0.994642857142857
"893558",0,"site301",1998,64,160,1,61.39,0.994642857142857
"893707",0,"site301",2005,71,154,0,61.39,1
"894531",0,"site301",1999,65,160,0,61.39,0.994642857142857
"895312",0,"site302",2007,49,155,1,61.4,1
"895450",0,"site302",2008,45,156,1,61.4,1
"895578",0,"site302",2003,66,160,1,61.4,1
"895579",0,"site302",2010,57,160,1,61.4,1
"895728",0,"site302",2012,43,160,1,61.4,1
"896422",0,"site302",2009,51,155,0,61.4,1
"896751",0,"site302",2005,59,162,1,61.4,1
"896769",0,"site302",2006,52,155,1,61.4,1
"897281",3,"site303",2000,66,166,0,61.62,0.8275
"898333",0,"site303",2004,29,168,1,61.62,0.8
"898402",0,"site303",2012,44,169,1,61.62,0.825
"898415",0,"site303",1998,64,163,1,61.62,0.8275
"898681",0,"site303",2006,72,155,0,61.62,0.8
"898831",0,"site303",2001,67,164,0,61.62,0.8275
"898897",0,"site303",2005,51,162,1,61.62,0.875
"899469",0,"site303",1999,65,161,0,61.62,0.8275
"899507",2,"site303",2008,45,157,1,61.62,0.8375
"899708",0,"site303",2002,68,157,0,61.62,0.8275
"899939",4,"site304",2008,26,158,1,61.63,1
"900455",0,"site304",2005,59,161,1,61.63,1
"900581",0,"site304",2003,66,161,1,61.63,1
"900805",0,"site304",2012,44,170,1,61.63,1
"900912",0,"site304",2006,60,155,0,61.63,1
"901139",0,"site304",2009,27,162,1,61.63,1
"901799",0,"site305",2005,51,161,1,61.41,1
"902193",0,"site305",2012,58,155,0,61.41,1
"902449",0,"site305",2009,27,160,1,61.41,1
"902464",1,"site305",2008,26,156,1,61.41,1
"902499",0,"site305",2006,52,150,1,61.41,1
"902962",0,"site305",2001,43,157,1,61.41,1
"903617",0,"site305",2010,56,145,0,61.41,1
"903623",0,"site305",2011,57,152,0,61.41,1
"903848",0,"site306",2003,57,148,1,61.41,1
"904565",0,"site306",2008,54,168,1,61.41,1
"904606",0,"site306",2009,42,163,0,61.41,1
"904810",0,"site306",2007,40,152,0,61.41,1
"905120",0,"site306",2006,39,139,0,61.41,1
"905194",0,"site306",2012,45,162,0,61.41,1
"905519",4,"site306",2011,44,157,0,61.41,1
"905587",0,"site306",2005,38,156,1,61.41,1
"906129",0,"site307",2007,23,172,1,61.63,1
"906202",0,"site307",2011,45,154,0,61.63,1
"906319",0,"site307",2008,45,159,1,61.63,1
"907010",0,"site307",2010,44,156,1,61.63,1
"907586",0,"site307",2009,51,153,1,61.63,1
"907604",0,"site307",2003,46,154,1,61.63,1
"907783",0,"site308",2004,67,166,1,61.64,1
"907807",0,"site308",2005,55,172,1,61.64,1
"908224",0,"site308",2009,43,152,1,61.64,1
"908757",0,"site308",2008,54,160,1,61.64,1
"909233",0,"site308",2010,44,155,0,61.64,1
"909304",0,"site308",2011,45,153,0,61.64,1
"909423",0,"site309",2011,45,152,0,61.42,1
"909564",0,"site309",2003,49,148,1,61.42,1
"909943",0,"site309",2001,43,161,1,61.42,0.998611111111111
"910025",0,"site309",2012,43,157,1,61.42,1
"910218",0,"site309",2007,40,153,1,61.42,0.9875
"910745",0,"site309",2010,44,154,0,61.42,1
"911520",0,"site309",2004,70,150,1,61.42,1
"911626",0,"site309",2009,43,151,1,61.42,1
"911775",0,"site309",2005,69,157,1,61.42,1
"911798",0,"site309",2008,54,159,1,61.42,1
"912188",0,"site310",2010,70,151,0,61.42,0.9375
"913242",0,"site310",2002,44,160,1,61.42,0.935714285714286
"913331",0,"site310",1998,50,149,0,61.42,0.935714285714286
"913404",0,"site310",2005,65,152,1,61.42,0.9375
"913793",0,"site310",2006,66,152,0,61.42,0.9375
"914517",0,"site310",2012,62,153,1,61.42,0.9375
"914605",0,"site310",2008,68,154,0,61.42,0.925
"914855",0,"site310",2009,69,152,0,61.42,0.9375
"914873",0,"site310",2007,67,154,0,61.42,0.9375
"914922",0,"site311",2006,66,153,0,61.64,1
"915048",0,"site311",2009,69,154,0,61.64,1
"915211",0,"site311",2005,65,154,1,61.64,1
"916035",0,"site311",2007,67,155,0,61.64,1
"916204",0,"site311",2008,68,155,0,61.64,1
"916326",0,"site311",2004,67,165,1,61.64,1
"916508",0,"site311",2010,70,153,0,61.64,1
"916911",0,"site312",2009,41,162,1,61.64,0.8875
"917156",0,"site312",2007,57,163,0,61.64,0.9
"917314",0,"site312",2011,43,161,0,61.64,0.8875
"917604",0,"site312",2005,55,165,1,61.64,0.9
"917986",0,"site312",2004,67,164,1,61.64,0.925
"918360",5,"site313",2010,60,149,0,61.42,1
"919169",0,"site313",1998,56,164,1,61.42,1
"919214",2,"site313",2005,55,153,0,61.42,1
"919671",4,"site313",2004,54,155,1,61.42,1
"919900",2,"site313",2006,56,153,0,61.42,1
"920196",0,"site313",2012,62,144,0,61.42,1
"920219",3,"site313",2009,59,157,0,61.42,1
"920388",1,"site313",2008,58,152,0,61.42,1
"920466",3,"site313",2007,57,151,0,61.42,1
"920773",11,"site314",2000,56,153,0,61.42,1
"920780",0,"site314",2012,62,150,1,61.42,1
"920905",2,"site314",2010,66,157,0,61.42,1
"921486",1,"site314",2006,62,155,0,61.42,1
"921674",3,"site314",2004,60,154,0,61.42,1
"921753",2,"site314",2003,59,154,0,61.42,1
"922124",1,"site314",2005,61,160,0,61.42,1
"922290",0,"site314",2009,65,153,0,61.42,1
"922441",2,"site314",1999,55,161,0,61.42,1
"922780",7,"site314",2002,58,155,0,61.42,1
"922884",6,"site314",2008,64,155,0,61.42,1
"924159",13,"site314",2001,57,160,0,61.42,1
"924360",4,"site314",1998,54,161,1,61.42,1
"924583",5,"site314",2007,63,154,0,61.42,1
"924704",0,"site315",2004,54,157,1,61.64,1
"925434",0,"site315",2008,50,154,1,61.64,1
"925763",0,"site315",2010,42,166,1,61.64,1
"925898",0,"site315",2005,55,164,0,61.64,1
"926300",0,"site315",2011,20,167,1,61.64,1
"926340",1,"site315",2006,56,161,0,61.64,1
"926467",0,"site315",1998,27,162,1,61.64,1
"926661",0,"site316",2010,42,165,1,61.64,1
"926669",0,"site316",2011,21,167,1,61.64,1
"927018",2,"site316",1998,27,151,1,61.64,1
"927169",0,"site316",2009,51,152,1,61.64,1
"927315",0,"site316",2005,55,149,1,61.64,1
"927696",0,"site316",2006,56,145,0,61.64,1
"928340",0,"site317",2008,64,159,0,61.41,1
"928521",2,"site317",2004,60,168,0,61.41,1
"928802",0,"site317",2010,66,159,0,61.41,1
"928917",0,"site317",2006,62,163,0,61.41,1
"929055",0,"site317",2011,67,158,0,61.41,1
"929551",0,"site317",2007,63,158,0,61.41,1
"929931",0,"site317",2012,68,148,0,61.41,1
"929936",2,"site317",2001,57,162,0,61.41,1
"930340",0,"site317",1998,54,162,1,61.41,1
"930486",0,"site317",2002,58,157,0,61.41,1
"930758",0,"site317",1999,55,160,0,61.41,1
"931521",0,"site317",2009,65,159,0,61.41,1
"931548",2,"site317",2000,56,155,0,61.41,1
"931843",4,"site317",2005,61,158,0,61.41,1
"932263",2,"site318",2006,56,155,0,61.64,0.775
"932268",1,"site318",2012,62,146,0,61.64,0.775
"932527",3,"site318",2005,55,156,0,61.64,0.775
"933098",1,"site318",2009,59,149,0,61.64,0.775
"933148",0,"site318",2007,57,160,0,61.64,0.775
"933286",5,"site318",2004,54,162,1,61.64,0.775
"934447",3,"site319",2009,19,167,1,61.63,0.925
"934546",0,"site319",2007,57,150,0,61.63,0.925
"934633",2,"site319",2012,22,157,1,61.63,0.9125
"934877",1,"site319",2002,66,163,1,61.63,0.925
"934963",35,"site319",2006,56,151,0,61.63,0.925
"934987",0,"site319",2011,43,163,1,61.63,0.9375
"935005",6,"site319",2005,55,150,1,61.63,0.925
"935841",0,"site320",2007,57,165,0,61.82,1
"935905",0,"site320",2003,53,171,1,61.82,1
"935934",0,"site320",2012,64,166,1,61.82,1
"936555",0,"site320",2002,41,170,1,61.82,1
"936647",0,"site320",2006,66,162,0,61.82,1
"936697",0,"site320",2005,65,164,0,61.82,1
"936861",0,"site320",2009,69,160,0,61.82,1
"937420",0,"site320",2008,58,165,0,61.82,1
"937529",1,"site320",2004,54,164,0,61.82,1
"938333",0,"site320",1998,58,163,1,61.82,1
"938670",0,"site320",2001,50,158,1,61.82,1
"939140",0,"site321",2010,70,151,0,61.83,1
"939713",0,"site321",2009,69,158,0,61.83,1
"939883",0,"site321",1998,58,157,1,61.83,1
"939938",0,"site321",2007,67,146,0,61.83,1
"940570",0,"site321",2011,71,154,0,61.83,1
"940641",0,"site321",2001,50,159,1,61.83,1
"941021",0,"site321",2012,72,159,0,61.83,1
"941133",0,"site321",2006,66,156,0,61.83,1
"941142",0,"site321",2008,68,155,0,61.83,1
"941499",0,"site322",2002,68,158,0,62.06,0.7575
"942152",0,"site322",2006,66,165,1,62.06,0.8
"942301",0,"site322",2001,67,165,0,62.06,0.7575
"942686",0,"site322",1998,64,165,1,62.06,0.7575
"943116",1,"site322",2012,60,169,1,62.06,0.7375
"943202",0,"site322",2009,24,160,1,62.06,0.75
"943230",0,"site322",2000,66,167,0,62.06,0.7575
"943525",0,"site322",2007,67,170,0,62.06,0.75
"943690",0,"site322",1999,65,165,0,62.06,0.7575
"944070",0,"site322",2003,28,155,1,62.06,0.75
"944857",0,"site323",2004,51,151,0,61.84,1
"945112",0,"site323",2003,50,164,1,61.84,1
"945203",0,"site323",2011,58,170,0,61.84,1
"945271",0,"site323",2007,54,156,0,61.84,1
"945568",4,"site323",2006,53,156,0,61.84,1
"946002",0,"site323",2009,56,173,0,61.84,1
"946118",0,"site323",2012,59,162,0,61.84,1
"946154",0,"site323",2005,52,157,0,61.84,1
"946295",0,"site323",2008,55,159,0,61.84,1
"947196",0,"site324",2007,71,142,0,61.85,1
"947383",0,"site324",2005,69,161,0,61.85,1
"947440",0,"site324",2010,28,155,1,61.85,1
"947797",0,"site324",2004,68,167,1,61.85,1
"947897",0,"site324",2008,45,163,1,61.85,1
"948039",0,"site325",2007,71,145,0,62.07,1
"948403",0,"site325",2010,26,178,1,62.07,1
"948713",0,"site325",2004,68,169,1,62.07,1
"949452",0,"site325",2011,43,170,1,62.07,1
"949598",0,"site325",2008,26,159,1,62.07,0.9
"949680",0,"site325",2012,19,170,1,62.07,1
"949742",0,"site325",2009,64,167,1,62.07,1
"950041",0,"site326",2001,67,167,0,62.07,0.989285714285714
"950096",0,"site326",1998,64,166,1,62.07,0.989285714285714
"950483",0,"site326",2000,66,168,0,62.07,0.989285714285714
"950627",0,"site326",2004,70,151,0,62.07,0.975
"950648",0,"site326",2010,28,156,0,62.07,1
"950688",0,"site326",2002,68,160,0,62.07,0.989285714285714
"950777",0,"site326",2006,48,158,1,62.07,1
"950825",0,"site326",1999,65,166,0,62.07,0.989285714285714
"951678",0,"site326",2008,26,163,1,62.07,0.975
"951778",0,"site326",2012,33,175,1,62.07,0.975
"952301",0,"site326",2003,69,154,0,62.07,1
"952683",0,"site326",2009,27,164,0,62.07,1
"953386",0,"site327",2009,27,161,0,61.86,1
"953971",0,"site327",2008,26,159,1,61.86,1
"954602",0,"site327",2004,68,166,1,61.86,1
"954654",0,"site327",2011,21,169,1,61.86,1
"954675",0,"site327",2007,71,143,0,61.86,1
"954913",0,"site327",2010,28,154,1,61.86,1
"955334",3,"site328",2002,68,162,0,61.86,0.895833333333333
"955516",0,"site328",2011,20,169,1,61.86,0.8875
"955621",2,"site328",2000,66,171,0,61.86,0.895833333333333
"955831",0,"site328",1999,65,168,0,61.86,0.895833333333333
"956379",0,"site328",2009,55,158,1,61.86,0.9125
"956673",4,"site328",2001,67,169,0,61.86,0.895833333333333
"956982",0,"site328",1998,64,171,1,61.86,0.895833333333333
"957077",0,"site328",2005,29,166,1,61.86,0.8875
"957479",2,"site329",2000,66,170,0,62.08,0.455
"957755",0,"site329",2005,47,166,1,62.08,0.4375
"957875",10,"site329",2001,67,168,0,62.08,0.455
"957883",0,"site329",2002,68,161,0,62.08,0.455
"958006",0,"site329",2010,42,167,1,62.08,0.425
"958612",0,"site329",1999,65,167,0,62.08,0.455
"958942",0,"site329",1998,64,167,1,62.08,0.455
"959208",0,"site329",2008,54,167,1,62.08,0.4875
"959376",0,"site329",2007,71,144,1,62.08,0.475
"959477",0,"site329",2012,64,177,1,62.08,0.45
"960065",0,"site330",2011,63,155,0,62.09,0.9125
"960235",0,"site330",2007,53,161,1,62.09,0.8875
"960467",0,"site330",2012,64,157,0,62.09,1
"960819",1,"site330",2010,62,156,0,62.09,0.9125
"960872",1,"site330",2003,46,153,1,62.09,0.9125
"961166",0,"site330",2008,45,161,1,62.09,0.925
"961293",0,"site330",2006,48,159,1,62.09,0.925
"961381",0,"site330",2009,61,156,1,62.09,0.9125
"963159",3,"site331",1999,68,147,0,61.86,0.978125
"963219",0,"site331",2010,44,159,0,61.86,0.975
"963666",2,"site331",1998,68,150,1,61.86,0.978125
"963675",0,"site331",2009,43,153,1,61.86,0.9875
"963775",0,"site331",2003,69,157,1,61.86,0.9625
"964013",0,"site331",2011,45,155,0,61.86,0.9875
"964039",1,"site331",2000,70,152,0,61.86,0.978125
"964140",0,"site332",2011,20,170,1,61.87,1
"964795",0,"site332",2006,56,166,0,61.87,1
"964940",0,"site332",2005,55,170,0,61.87,1
"965083",0,"site332",2009,59,156,0,61.87,1
"965268",0,"site332",2004,54,161,1,61.87,1
"965526",0,"site332",2008,50,155,1,61.87,1
"965784",2,"site333",2007,25,160,0,62.09,0.7125
"966120",0,"site333",2009,27,159,0,62.09,0.7125
"966346",0,"site333",2008,26,158,0,62.09,0.7125
"966568",0,"site333",2011,20,168,1,62.09,0.75
"967042",1,"site333",2006,24,160,0,62.09,0.7125
"967088",0,"site333",2005,23,159,1,62.09,0.7125
"967562",0,"site334",2002,44,161,1,62.09,1
"967652",0,"site334",2007,57,155,0,62.09,1
"967706",0,"site334",2008,50,156,0,62.09,1
"968522",0,"site334",2012,54,150,1,62.09,1
"968826",0,"site334",2005,55,158,1,62.09,1
"968885",0,"site334",2010,44,157,1,62.09,1
"969177",0,"site335",1999,63,146,1,61.87,1
"969183",3,"site335",2005,55,151,1,61.87,1
"969246",1,"site335",2007,57,161,0,61.87,1
"969684",10,"site335",2009,59,155,0,61.87,1
"970798",4,"site335",2006,56,152,0,61.87,1
"970812",0,"site335",2011,21,170,1,61.87,1
"970866",2,"site335",2008,58,159,0,61.87,1
"971586",2,"site336",1998,54,160,1,61.86,1
"971621",2,"site336",2003,69,168,1,61.86,1
"972007",0,"site336",2011,43,162,1,61.86,1
"972147",0,"site336",2005,55,157,1,61.86,1
"972340",0,"site336",2007,57,154,0,61.86,1
"972381",4,"site336",2009,19,168,1,61.86,1
"973414",0,"site337",2005,55,160,0,62.09,1
"973453",0,"site337",2006,56,165,0,62.09,1
"973604",0,"site337",2007,57,165,0,62.09,1
"973743",0,"site337",2004,54,160,1,62.09,1
"974002",0,"site337",2012,62,152,0,62.09,1
"974006",0,"site337",2009,19,170,1,62.09,1
"974766",1,"site338",1998,54,149,1,62.09,1
"975378",0,"site338",2001,57,147,0,62.09,1
"975558",0,"site338",2007,63,152,0,62.09,1
"975859",0,"site338",2005,61,147,0,62.09,1
"976382",0,"site338",2002,58,149,0,62.09,1
"976446",0,"site338",2008,64,152,0,62.09,1
"976479",0,"site338",2012,68,151,0,62.09,1
"976557",0,"site338",2004,60,151,0,62.09,1
"976912",0,"site338",2010,66,155,0,62.09,1
"976988",0,"site338",1999,55,149,0,62.09,1
"977041",0,"site338",2000,56,152,0,62.09,1
"977237",0,"site338",2003,59,149,0,62.09,1
"977622",0,"site338",2006,62,147,0,62.09,1
"977704",0,"site338",2009,65,149,0,62.09,1
"978134",0,"site338",2011,67,149,0,62.09,1
"978753",0,"site339",2012,48,147,1,61.86,0.925
"978772",0,"site339",2005,55,166,0,61.86,0.9625
"979003",0,"site339",2008,58,158,0,61.86,0.9625
"979189",0,"site339",2004,54,166,1,61.86,0.9625
